internal_id,Award ID,Recipient Name,Start Date,End Date,Award Amount,Awarding Agency,Awarding Sub Agency,CFDA Number,Description,Place of Performance State Code,Place of Performance City Code,awarding_agency_id,agency_slug,generated_internal_id
231635681,15POVC23GG04054HT,OASIS PRODUCTIONS,2023-10-01,2026-09-30,599600.0,Department of Justice,Office of Justice Programs,16.320,"THE GOAL OF THE PROJECT IS TOCOMPLEMENT AND EXPAND THE EXISTING MOMS & KIDS PROGRAM BY IMPROVING STEPPING STONES NETWORKS CAPABILITY AND CAPACITY TO PROVIDE RAPID REHOUSING. OUTCOMES TO INCLUDE ADDITION OF A HOUSING NAVIGATOR, NEW HOUSING PARTNERSHIPS, GROWTH IN NUMBER OF FAMILIES HOUSED, AND GROWTH IN NUMBER OF PROGRAM GRADUATES.",IL,IL14000,252,department-of-justice,ASST_NON_15POVC23GG04054HT_015
234915173,2016VTBXK009,LAS VEGAS METROPOLITAN POLICE DEPARTMENT,2016-10-01,2020-01-31,599492.89,Department of Justice,Office of Justice Programs,16.320,SOUTHERN NEVADA ENHANCED TASK FORCE COLLABORATION,NV,NV40000,252,department-of-justice,ASST_NON_2016VTBXK009_015
234931229,2018VTBXK065,ASIAN ASSOCIATION OF UTAH,2018-10-01,2021-09-30,599021.0,Department of Justice,Office of Justice Programs,16.320,UTAH TRAFFICKING IN PERSONS TASK FORCE,UT,UT67000,252,department-of-justice,ASST_NON_2018VTBXK065_015
234915177,2016VTBXK013,CATHOLIC CHARITIES OF THE DIOCESE OF PALM BEACH INC,2016-10-01,2019-09-30,598829.34,Department of Justice,Office of Justice Programs,16.320,CATHOLIC CHARITIES COMPREHENSIVE SERVICE MODEL TO COMBAT HUMAN TRAFFICKING,FL,FL54075,252,department-of-justice,ASST_NON_2016VTBXK013_015
231634615,15POVC21GG03964HT,"AO: ADVOCATING OPPORTUNITY, INC.",2021-10-01,2024-09-30,598719.0,Department of Justice,Office of Justice Programs,16.320,HOLISTIC HOUSING SUPPORT FOR VICTIMS OF HUMAN TRAFFICKING,OH,OH77000,252,department-of-justice,ASST_NON_15POVC21GG03964HT_015
231634616,15POVC21GG03965HT,"INTERNATIONAL RESCUE COMMITTEE, INC.",2021-10-01,2024-09-30,598348.0,Department of Justice,Office of Justice Programs,16.320,2021 IRC MARYLAND ANTI-TRAFFICKING HOUSING PROJECT (MATH PROJECT),MD,MD72450,252,department-of-justice,ASST_NON_15POVC21GG03965HT_015
231634637,15POVC21GG04198HT,THE TAHIRIH JUSTICE CENTER,2021-10-01,2024-09-30,598187.08,Department of Justice,Office of Justice Programs,16.320,SPECIALIZED LEGAL AND MENTAL HEALTH SERVICES FOR SURVIVORS OF TRAFFICKING THROUGHOUT NORTHERN VIRGINIA,VA,VA27200,252,department-of-justice,ASST_NON_15POVC21GG04198HT_015
234906359,2015VTBXK047,NORTH DAKOTA ATTORNEY GENERAL,2015-10-01,2019-03-31,598114.08,Department of Justice,Office of Justice Programs,16.320,FY 2015 ENHANCED COLLABORATIVE MODEL TO COMBAT HUMAN TRAFFICKING,ND,ND07200,252,department-of-justice,ASST_NON_2015VTBXK047_015
234922541,2017VTBXK024,CATHOLIC CHARITIES DIOCESE OF TRENTON,2017-10-01,2020-09-30,598102.0,Department of Justice,Office of Justice Programs,16.320,PATHWAYS TO FREEDOM RAPID REHOUSING PROGRAM,NJ,NJ74000,252,department-of-justice,ASST_NON_2017VTBXK024_015
234915192,2016VTBXK029,"ASCENTRIA COMMUNITY SERVICES, INC",2016-10-01,2020-06-30,597827.12,Department of Justice,Office of Justice Programs,16.320,"HUMAN TRAFFICKING PROGRAM: PROVIDING IMMIGRATION LEGAL SERVICES, CASE MANAGEMENT FOR IMMIGRANT TRAFFICKING SURVIVORS IN WORCESTER COUNTY & THROUGHO",MA,MA82000,252,department-of-justice,ASST_NON_2016VTBXK029_015
231634652,15POVC21GG04228HT,FRIENDS OF FARMWORKERS INC,2021-10-01,2024-09-30,597752.0,Department of Justice,Office of Justice Programs,16.320,TRAFFICKING VICTIMS SPECIALIZED LEGAL SERVICES: PROMOTING LONG-TERM RECOVERY & HEALING FOR SURVIVORS OF LABOR TRAFFICKING,PA,PA60000,252,department-of-justice,ASST_NON_15POVC21GG04228HT_015
234922529,2017VTBXK009,SANCTUARY FOR FAMILIES INC,2017-10-01,2021-02-28,597468.2,Department of Justice,Office of Justice Programs,16.320,SANCTUARY FOR FAMILIES ANTI-TRAFFICKING INITIATIVE (SFF-ATI),NY,NY51000,252,department-of-justice,ASST_NON_2017VTBXK009_015
231634603,15POVC21GG03952HT,GLOBAL PEHT CORP,2021-10-01,2025-01-31,597252.33,Department of Justice,Office of Justice Programs,16.320,HOUSING ASSISTANCE AND SUPPORTIVE SERVICES FOR SURVIVORS OF HUMAN TRAFFICKING,CT,CT17520,252,department-of-justice,ASST_NON_15POVC21GG03952HT_015
234906331,2015VTBXK017,THE SALVATION ARMY,2015-10-01,2019-09-30,597242.58,Department of Justice,Office of Justice Programs,16.320,THE PROJECT TO CREATE A NEW TASKFORCE TO INVESTIGATE AND PROSECUTE ALL FORMS OF HUMAN TRAFFICKING CRIMES WHILE PROVIDING SERVICES TO VICTIMS.,MI,MI22000,252,department-of-justice,ASST_NON_2015VTBXK017_015
234915190,2016VTBXK027,COVENANT HOUSE CALIFORNIA,2016-10-01,2019-09-30,596913.01,Department of Justice,Office of Justice Programs,16.320,TRAUMA-INFORMED AND SPECIALIZED INTERVENTIONS FOR VICTIMS OF HUMAN TRAFFICKING IN LOS ANGELES  CALIFORNIA,CA,CA44000,252,department-of-justice,ASST_NON_2016VTBXK027_015
234915189,2016VTBXK026,COVENANT HOUSE CA,2016-10-01,2019-09-30,596004.12,Department of Justice,Office of Justice Programs,16.320,TRAUMA-INFORMED AND SPECIALIZED INTERVENTIONS FOR VICTIMS OF HUMAN TRAFFICKING IN THE BAY AREA.,CA,CA44000,252,department-of-justice,ASST_NON_2016VTBXK026_015
234931232,2018VTBXK068,THE INTERNATIONAL INSTITUTE OF BUFFALO,2018-10-01,2022-03-31,595211.39,Department of Justice,Office of Justice Programs,16.320,WESTERN DISTRICT OF NEW YORK HUMAN TRAFFICKING TASK FORCE AND ALLIANCE,NY,NY11000,252,department-of-justice,ASST_NON_2018VTBXK068_015
234906333,2015VTBXK019,LEGAL AID FOUNDATION OF LOS ANGELES,2015-10-01,2019-01-31,595151.0,Department of Justice,Office of Justice Programs,16.320,LEGAL ASSISTANCE TO VICTIMS OF TRAFFICKING,CA,CA44000,252,department-of-justice,ASST_NON_2015VTBXK019_015
234950388,2020VTBX0093,THE SALVATION ARMY,2020-10-01,2024-01-31,594908.38,Department of Justice,Office of Justice Programs,16.320,THE SALVATION ARMY RESTORATION NOW ANTI-HUMAN TRAFFICKING PROGRAM,NY,NY80599,252,department-of-justice,ASST_NON_2020VTBX0093_015
234915196,2016VTBXK033,THE SALVATION ARMY,2016-10-01,2019-09-30,594745.0,Department of Justice,Office of Justice Programs,16.320,TSA HAVEN TAMPA HUMAN TRAFFICKING UNIT SPECIALIZED SERVICES (TAMPA-HILLSBOROUGH),FL,FL71000,252,department-of-justice,ASST_NON_2016VTBXK033_015
234922528,2017VTBXK008,THE INSTITUTE FOR FAMILY HEALTH,2017-10-01,2020-09-30,592778.47,Department of Justice,Office of Justice Programs,16.320,THE PURPLE CLINIC: SPECIALIZED HEALTH SERVICES FOR VICTIMS OF HUMAN TRAFFICKING,NY,NY51000,252,department-of-justice,ASST_NON_2017VTBXK008_015
234915170,2016VTBXK006,COUNTY OF MC LENNAN,2016-10-01,2020-03-31,591975.13,Department of Justice,Office of Justice Programs,16.320,HEART OF TEXAS HUMAN TRAFFICKING COALITION GRANT APPLICATION,TX,TX76000,252,department-of-justice,ASST_NON_2016VTBXK006_015
234938691,2019VMBX0020,THE LINK,2019-10-01,2022-09-30,590847.0,Department of Justice,Office of Justice Programs,16.320,SUPPORTIVE SERVICES FOR MINOR VICTIMS OF HUMAN TRAFFICKING,MN,MN43000,252,department-of-justice,ASST_NON_2019VMBX0020_015
231634642,15POVC21GG04208HT,"RESTORE NYC, INC",2021-10-01,2024-12-31,590442.26,Department of Justice,Office of Justice Programs,16.320,ECONOMIC EMPOWERMENT SERVICES FOR SURVIVORS OF TRAFFICKING IN NEW YORK CITY,NY,NY51000,252,department-of-justice,ASST_NON_15POVC21GG04208HT_015
231634597,15POVC21GG03946HT,REAL ESCAPE FROM THE SEX TRADE,2021-10-01,2024-12-31,589817.69,Department of Justice,Office of Justice Programs,16.320,HOUSING ASSISTANCE FOR SURVIVORS OF HUMAN TRAFFICKING,WA,WA63000,252,department-of-justice,ASST_NON_15POVC21GG03946HT_015
234922525,2017VTBXK005,THE TAHIRIH JUSTICE CENTER,2017-10-01,2020-09-30,589388.0,Department of Justice,Office of Justice Programs,16.320,SPECIALIZED LEGAL AND MENTAL HEALTH SERVICES FOR SURVIVORS OF TRAFFICKING THROUGHOUT NORTHERN VIRGINIA,VA,VA27200,252,department-of-justice,ASST_NON_2017VTBXK005_015
231634636,15POVC21GG04196HT,AYUDA,2021-10-01,2024-12-31,587754.78,Department of Justice,Office of Justice Programs,16.320,AYUDA'S SERVICES FOR VICTIMS OF HUMAN TRAFFICKING PROJECT,DC,DC50000,252,department-of-justice,ASST_NON_15POVC21GG04196HT_015
234931239,2018VTBXK077,NORTH DAKOTA ATTORNEY GENERAL,2018-10-01,2022-09-30,587610.87,Department of Justice,Office of Justice Programs,16.320,FY 2018 ECM TASK FORCE TO COMBAT HUMAN TRAFFICKING,ND,ND07200,252,department-of-justice,ASST_NON_2018VTBXK077_015
234922532,2017VTBXK015,BAY AREA LEGAL AID,2017-10-01,2021-09-30,587535.24,Department of Justice,Office of Justice Programs,16.320,TRAFFICKED YOUTH ADVOCACY PROJECT,CA,CA53000,252,department-of-justice,ASST_NON_2017VTBXK015_015
234950438,2020VTBXK027,UNBOUND NORTH TEXAS,2020-10-01,2023-09-30,586336.62,Department of Justice,Office of Justice Programs,16.320,TARRANT COUNTY HUMAN TRAFFICKING TASK FORCE DEVELOPMENT,TX,TX27000,252,department-of-justice,ASST_NON_2020VTBXK027_015
234906332,2015VTBXK018,SAN DIEGO YOUTH SERVICES,2015-10-01,2018-12-31,586233.21,Department of Justice,Office of Justice Programs,16.320,STARS PROGRAM: INTENSIVE CASE MANAGEMENT AND SUPPORT SERVICES FOR FEMALE VICTIMS OF SEX TRAFFICKING AND COMMUNITY TRAINING AND AWARENESS,CA,CA66000,252,department-of-justice,ASST_NON_2015VTBXK018_015
234915223,2016VTBXK064,"CONNECTICUT INSTITUTE FOR REFUGEES AND IMMIGRANTS, INC",2016-10-01,2020-02-28,586162.0,Department of Justice,Office of Justice Programs,16.320,IICONN FY2016 COMPREHENSIVE SERVICES FOR VICTIMS OF TRAFFICKING/PROJECT RESTORE,CT,CT08000,252,department-of-justice,ASST_NON_2016VTBXK064_015
231634618,15POVC21GG03967HT,BRIGID'S HOUSE OF HOPE,2021-10-01,2025-03-31,583586.0,Department of Justice,Office of Justice Programs,16.320,BRIGID'S HOUSE OF HOPE - RESTORATIVE SAFE HOUSING FOR VICTIMS OF TRAFFICKING,NH,NH14200,252,department-of-justice,ASST_NON_15POVC21GG03967HT_015
231636286,15POVC24GK01113HT,SAFE HOUSE PROJECT INC,2024-10-01,2027-09-30,582988.0,Department of Justice,Office of Justice Programs,16.320,"THE FREDERICK COUNTY HUMAN TRAFFICKING TASK FORCE, COORDINATED BY OPERATION LIGHT SHINE, SEEKS TO ADDRESS THE PERSISTENT ISSUE OF HUMAN TRAFFICKING WITHIN FREDERICK COUNTY, MARYLANDA LOCALE CHARACTERIZED BY ITS STRATEGIC POSITIONING ALONG MAJOR INTERSTATE CORRIDORS I-70 AND I-270. THIS GEOGRAPHIC SETTING FACILITATES NOT ONLY LEGITIMATE COMMERCE BUT ALSO THE CLANDESTINE MOVEMENT OF HUMAN TRAFFICKING VICTIMS, COMPOUNDING THE CHALLENGES OF VICTIM IDENTIFICATION AND CRIMINAL PROSECUTION DUE TO THE AREA'S HIGH TRANSIENT POPULATION AND DIVERSE URBAN, SUBURBAN, AND RURAL LANDSCAPES. 

THE TASK FORCE, A PARTNERSHIP BETWEEN THE FREDERICK COUNTY STATES ATTORNEYS OFFICE AND SAFE HOUSE PROJECT, HAS REQUESTED FEDERAL FUNDING FOR EACH APPLICANT TO ENHANCE THEIR COLLABORATIVE EFFORTS IN INVESTIGATING AND PROSECUTING HUMAN TRAFFICKING CASES, AS WELL AS PROVIDING COMPREHENSIVE VICTIM SERVICES. 

THE PRIMARY ACTIVITIES OF THE TASK FORCE WILL INCLUDE THE IMPLEMENTATION OF A CENTRALIZED DATA MANAGEMENT SYSTEM TO TRACK PERFORMANCE MEASURES, INTENSIVE TRAINING SESSIONS ON HUMAN TRAFFICKING AWARENESS, AND TARGETED OUTREACH AND AWARENESS CAMPAIGNS IN HIGH-RISK AREAS. EXPECTED OUTCOMES OF THE PROJECT INCLUDE AN INCREASED RATE OF VICTIM IDENTIFICATION, IMPROVED PROSECUTION OF TRAFFICKING CASES, AND ENHANCED SERVICE PROVISION TO TRAFFICKING VICTIMS, WITH AN EMPHASIS ON SUPPORTING SURVIVOR-INFORMED DECISIONS AND AUTONOMY.",VA,VA82000,252,department-of-justice,ASST_NON_15POVC24GK01113HT_015
234938887,2019VTBX0051,"INTERNATIONAL RESCUE COMMITTEE, INC.",2020-01-01,2022-12-31,580566.0,Department of Justice,Office of Justice Programs,16.320,SPECIALIZED HOUSING  EMPLOYMENT & EDUCATIONS SERVICES FOR VICTIMS OF HUMAN TRAFFICKING,AZ,AZ27820,252,department-of-justice,ASST_NON_2019VTBX0051_015
234915193,2016VTBXK030,AMARA LEGAL CENTER INC.,2016-10-01,2019-09-30,579876.24,Department of Justice,Office of Justice Programs,16.320,THE EMPOWERMENT PROJECT FOR SURVIVORS OF SEX TRAFFICKING WILL PROVIDE SPECIALIZED LEGAL AND SOCIAL SERVICES TO SURVIVORS OF SEX TRAFFICKING IN THE,DC,DC50000,252,department-of-justice,ASST_NON_2016VTBXK030_015
231634617,15POVC21GG03966HT,"COVENANT HOUSE NEW JERSEY, INC.",2021-10-01,2025-03-31,579636.0,Department of Justice,Office of Justice Programs,16.320,CHNJ TRANSITIONAL HOUSING FOR VICTIMS OF HUMAN TRAFFICKING,NJ,NJ51000,252,department-of-justice,ASST_NON_15POVC21GG03966HT_015
234931184,2018VTBX0018,THE INTERNATIONAL INSTITUTE OF BUFFALO,2018-10-01,2022-03-31,577904.65,Department of Justice,Office of Justice Programs,16.320,HOUSING  MENTAL HEALTH  AND SUBSTANCE ABUSE SERVICES FOR ALL VICTIMS OF HUMAN TRAFFICKING WITHIN ERIE COUNTY,NY,NY11000,252,department-of-justice,ASST_NON_2018VTBX0018_015
231634623,15POVC21GG04002MINO,MCMAHON/RYAN CHILD ADVOCACY SITE INC,2021-10-01,2024-12-31,577502.0,Department of Justice,Office of Justice Programs,16.320,SERVICES TO MINOR VICTIMS OF SEX TRAFFICKING,NY,NY73000,252,department-of-justice,ASST_NON_15POVC21GG04002MINO_015
234906335,2015VTBXK022,"KRISTI HOUSE, INC.",2015-10-01,2018-12-31,577205.29,Department of Justice,Office of Justice Programs,16.320,PROJECT BOLD: ADDRESSING THE NEEDS COMMERCIALLY SEXUALLY EXPLOITED CHILDREN AND LGBTQI VICTIMS,FL,FL45000,252,department-of-justice,ASST_NON_2015VTBXK022_015
234906316,2015VTBXK002,THE SALVATION ARMY,2015-10-01,2019-09-30,573867.0,Department of Justice,Office of Justice Programs,16.320,PHILADELPHIA ANTI-HUMAN TRAFFICKING TASK FORCE (PAHTF),NY,NY80599,252,department-of-justice,ASST_NON_2015VTBXK002_015
234938933,2019VTBX0104,YOUTHCARE,2020-01-01,2022-12-31,571307.0,Department of Justice,Office of Justice Programs,16.320,YOUTHCARE TRAFFICKING CASE MANAGEMENT PROGRAM EXPANSION,WA,WA63000,252,department-of-justice,ASST_NON_2019VTBX0104_015
234950446,2020VTBXK035,CITY OF SAN ANTONIO,2020-10-01,2024-09-30,570154.75,Department of Justice,Office of Justice Programs,16.320,FY20 CITY OF SAN ANTONIO POLICE DEPARTMENT ENHANCED COLLABORATIVE MODEL TASK FORCE TO COMBAT HUMAN TRAFFICKING,TX,TX65000,252,department-of-justice,ASST_NON_2020VTBXK035_015
231636288,15POVC24GK01115HT,FORT BEND COUNTY,2024-10-01,2027-09-30,569869.0,Department of Justice,Office of Justice Programs,16.320,"THE FORT BEND COUNTY DISTRICT ATTORNEY'S OFFICE WILL LEAD THIS TASK FORCE IN PARTNERSHIP WITH UNITED AGAINST HUMAN TRAFFICKING (UAHT), TARGETING A GEOGRAPHICAL AREA OF OVER 880 SQUARE MILES WITH A DIVERSE AND GROWING POPULATION OF NEARLY 878,774 RESIDENTS. 

THE PRIMARY ACTIVITIES OF THE FORT BEND COUNTY HUMAN TRAFFICKING COALITION WILL INCLUDE PROACTIVE INVESTIGATIONS AND PROSECUTIONS OF HUMAN TRAFFICKING CASES, COMPREHENSIVE VICTIM SERVICES, AND COMMUNITY-WIDE TRAINING AND AWARENESS PROGRAMS. THE TASK FORCE AIMS TO ENHANCE COLLABORATION AMONG LOCAL, STATE, AND FEDERAL LAW ENFORCEMENT AGENCIES, VICTIM SERVICE PROVIDERS, AND OTHER COMMUNITY PARTNERS TO IDENTIFY VICTIMS OF ALL TYPES OF HUMAN TRAFFICKING AND TO SUPPORT THEIR RECOVERY AND INTEGRATION INTO SOCIETY.

EXPECTED OUTCOMES OF THE TASK FORCE INCLUDE INCREASED IDENTIFICATION AND SUPPORT OF HUMAN TRAFFICKING VICTIMS, MORE EFFECTIVE PROSECUTION OF TRAFFICKERS, AND HEIGHTENED PUBLIC AWARENESS AND PREVENTION EFFORTS WITHIN THE COMMUNITY. THESE EFFORTS ARE DESIGNED TO DEVELOP SUSTAINABLE, SYSTEMATIC APPROACHES TO PREVENT AND COMBAT HUMAN TRAFFICKING IN FORT BEND COUNTY. THROUGH THE COALITION, THE TASK FORCE WILL NOT ONLY ADDRESS IMMEDIATE NEEDS BUT ALSO WORK ON STRATEGIC LONG-TERM GOALS TO DISMANTLE TRAFFICKING NETWORKS AND PROVIDE ONGOING SUPPORT TO SURVIVORS.",TX,TX61892,252,department-of-justice,ASST_NON_15POVC24GK01115HT_015
234931249,2018VTBXK087,SHERIFF-JEFFERSON PARISH,2018-10-01,2022-01-31,566527.78,Department of Justice,Office of Justice Programs,16.320,ENHANCED COLLABORATIVE MODEL - HUMAN TRAFFICKING TASK FORCE FY18,LA,LA33245,252,department-of-justice,ASST_NON_2018VTBXK087_015
231634613,15POVC21GG03962HT,"HEALING ACTION NETWORK, INC.",2021-10-01,2024-12-31,565769.13,Department of Justice,Office of Justice Programs,16.320,RENT - RESTORATIVE ENVIRONMENT FOR A NEW TRANSITION,MO,MO65000,252,department-of-justice,ASST_NON_15POVC21GG03962HT_015
234915197,2016VTBXK034,CENTER AGAINST SEXUAL AND FAMILY VIOLENCE INC,2016-10-01,2019-09-30,563439.11,Department of Justice,Office of Justice Programs,16.320,"PASO DEL NORTE CENTER OF HOPE, SAFE HAVEN AND SPECIALIZED SERVICES FOR VICTIMS OF HUMAN TRAFFICKING",TX,TX24000,252,department-of-justice,ASST_NON_2016VTBXK034_015
231635675,15POVC23GG04048HT,EMPOWER HER NETWORK INC.,2023-10-01,2027-09-30,562502.0,Department of Justice,Office of Justice Programs,16.320,"EMPOWER HER NETWORK WILL PROVIDE HOUSING SUPPORT AND SERVICES FOR SURVIVORS OF LABOR AND SEX TRAFFICKING.THE PROJECT WILL PROVIDE SHORT-TERM HOUSING ASSISTANCE THAT LEADS TO PERMANENT PLACEMENT FOR120 SURVIVORS IN THREE YEARSFROM THE FOLLOWING NORTHEAST OHIO COUNTIES: STARK, PORTAGE, SUMMIT, LORRAIN, HAMILTON, TUSCARAWAS,ANDFRANKLIN.",CT,CT99999,252,department-of-justice,ASST_NON_15POVC23GG04048HT_015
234922545,2017VTBXK028,"PRINCE GEORGE'S COUNTY, MARYLAND",2017-10-01,2021-09-30,562500.0,Department of Justice,Office of Justice Programs,16.320,PRINCE GEORGE'S COUNTY HUMAN TRAFFICKING TASK FORCE,MD,MD79875,252,department-of-justice,ASST_NON_2017VTBXK028_015
234906353,2015VTBXK041,DEPARTMENT OF JUSTICE NEBRASKA,2015-10-01,2019-09-30,558443.31,Department of Justice,Office of Justice Programs,16.320,THE NEBRASKA HUMAN TRAFFICKING TASK FORCE,NE,NE28000,252,department-of-justice,ASST_NON_2015VTBXK041_015
234950441,2020VTBXK030,TRANSITIONS FAMILY VIOLENCE SERVICES,2020-10-01,2024-09-30,556635.56,Department of Justice,Office of Justice Programs,16.320,HAMPTON ROADS HUMAN TRAFFICKING TASK FORCE CONTINUATION AND EXPANSION,VA,VA35000,252,department-of-justice,ASST_NON_2020VTBXK030_015
231634605,15POVC21GG03954HT,FRESNO COUNTY ECONOMIC OPPORTUNITIES COMMISSION,2021-10-01,2025-06-30,555393.49,Department of Justice,Office of Justice Programs,16.320,CENTRAL VALLEY AGAINST HUMAN TRAFFICKING PROJECT,CA,CA27000,252,department-of-justice,ASST_NON_15POVC21GG03954HT_015
234915186,2016VTBXK023,"JUSTICE RESOURCE INSTITUTE, INC.",2016-10-01,2020-06-30,554713.15,Department of Justice,Office of Justice Programs,16.320,PROJECT REACH: SPECIALIZED MENTAL HEALTH SERVICES FOR SURVIVORS OF HUMAN TRAFFICKING,MA,MA44140,252,department-of-justice,ASST_NON_2016VTBXK023_015
234915176,2016VTBXK012,EXECUTIVE OFFICE OF VIRGINIA,2016-10-01,2020-12-31,554446.46,Department of Justice,Office of Justice Programs,16.320,HAMPTON ROADS HUMAN TRAFFICKING TASKFORCE,VA,VA67000,252,department-of-justice,ASST_NON_2016VTBXK012_015
234906348,2015VTBXK036,HAWAII DEPARTMENT OF LABOR & IND,2015-10-01,2019-09-30,553128.04,Department of Justice,Office of Justice Programs,16.320,COMPREHENSIVE SERVICE FOR HUMAN TRAFFICKING VICTIMS,HI,HI71550,252,department-of-justice,ASST_NON_2015VTBXK036_015
234950423,2020VTBXK008,ARC COMMUNITY SERVICES INC,2020-10-01,2023-09-30,550687.3,Department of Justice,Office of Justice Programs,16.320,THE WISCONSIN ANTI-HUMAN TRAFFICKING TASK FORCE (NORTHERN WISCONSIN FOCUS),WI,WI48000,252,department-of-justice,ASST_NON_2020VTBXK008_015
234922523,2017VTBXK003,"UNIVERSITY OF MARYLAND, BALTIMORE",2017-10-01,2021-09-30,550291.69,Department of Justice,Office of Justice Programs,16.320,PRINCE GEORGE'S COUNTY HUMAN TRAFFICKING TASK FORCE COLLABORATIVE MODEL TO COMBAT HUMAN TRAFFICKING,MD,MD04000,252,department-of-justice,ASST_NON_2017VTBXK003_015
234950413,2020VTBX0121,METROPOLITAN FAMILY SERVICES,2020-10-01,2023-09-30,550000.0,Department of Justice,Office of Justice Programs,16.320,SPECIALIZED SERVICES FOR VICTIMS OF HUMAN TRAFFICKING,IL,IL14000,252,department-of-justice,ASST_NON_2020VTBX0121_015
234950403,2020VTBX0108,"LEGAL ACTION OF WISCONSIN, INC",2020-10-01,2023-09-30,550000.0,Department of Justice,Office of Justice Programs,16.320,LEGAL ACTION OF WISCONSIN HUMAN TRAFFICKING PROGRAM - STATE OF WI,WI,WI53000,252,department-of-justice,ASST_NON_2020VTBX0108_015
234950381,2020VTBX0086,THE INSTITUTE FOR FAMILY HEALTH,2020-10-01,2023-09-30,550000.0,Department of Justice,Office of Justice Programs,16.320,TRAUMA INFORMED LINKAGE TO CARE (TLC) CLINIC,NY,NY51000,252,department-of-justice,ASST_NON_2020VTBX0086_015
234950379,2020VTBX0084,COLORADO LEGAL SERVICES,2020-10-01,2023-09-30,550000.0,Department of Justice,Office of Justice Programs,16.320,COLORADO LEGAL SERVICES  ROCKY MOUNTAIN IMMIGRANT ADVOCACY NETWORK  PROJECT TO PROVIDE SPECIALIZED LEGAL SERVICES FOR ALL VICTIMS OF HUMAN TRAFFICKING IN COLORADO,CO,CO20000,252,department-of-justice,ASST_NON_2020VTBX0084_015
234938919,2019VTBX0087,"INTERNATIONAL RESCUE COMMITTEE, INC.",2020-01-01,2022-12-31,550000.0,Department of Justice,Office of Justice Programs,16.320,BUILDING CAPACITY TO PROVIDE COMPREHENSIVE SERVICES IN ABILENE,TX,TX01000,252,department-of-justice,ASST_NON_2019VTBX0087_015
234938913,2019VTBX0081,"CENTERS FOR YOUTH AND FAMILIES, INC",2020-01-01,2022-12-31,550000.0,Department of Justice,Office of Justice Programs,16.320,DIRECT SERVICES TO SUPPORT VICTIMS OF HUMAN TRAFFICKING IN ARKANSAS,AR,AR41000,252,department-of-justice,ASST_NON_2019VTBX0081_015
234938901,2019VTBX0068,LAKE FAMILY RESOURCE CENTER,2020-01-01,2022-12-31,550000.0,Department of Justice,Office of Justice Programs,16.320,DIRECT SERVICES TO SUPPORT VICTIMS OF HUMAN TRAFFICKING,CA,CA39710,252,department-of-justice,ASST_NON_2019VTBX0068_015
234938894,2019VTBX0060,"BROWARD, COUNTY OF",2020-01-01,2022-12-31,550000.0,Department of Justice,Office of Justice Programs,16.320,BROWARD COUNTY CRISIS INTERVENTION SERVICES DIVISION DIRECT SERVICES TO SUPPORT VICTIMS OF HUMAN TRAFFICKING,FL,FL24000,252,department-of-justice,ASST_NON_2019VTBX0060_015
234931223,2018VTBXK054,CALL TO FREEDOM INC,2018-10-01,2021-09-30,550000.0,Department of Justice,Office of Justice Programs,16.320,EASTERN SOUTH DAKOTA COMPREHENSIVE HUMAN TRAFFICKING SERVICES,SD,SD59020,252,department-of-justice,ASST_NON_2018VTBXK054_015
234938914,2019VTBX0082,"INTERNATIONAL RESCUE COMMITTEE, INC.",2020-01-01,2022-12-31,549999.0,Department of Justice,Office of Justice Programs,16.320,FY 2019 DIRECT SERVICES TO SUPPORT VICTIMS OF HUMAN TRAFFICKING PROJECT,KS,KS79000,252,department-of-justice,ASST_NON_2019VTBX0082_015
234938918,2019VTBX0086,THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,2020-01-01,2022-12-31,549936.0,Department of Justice,Office of Justice Programs,16.320,BUILDING A TRAUMA INFORMED  VICTIM CENTERED SAFETY NET IN HEALTHCARE,NC,NC12000,252,department-of-justice,ASST_NON_2019VTBX0086_015
234938920,2019VTBX0088,"YWCA OF WESTERN MASSACHUSETTS, INC.",2020-01-01,2022-12-31,549901.0,Department of Justice,Office of Justice Programs,16.320,TRAFFICKING VICTIMS SUPPORT PROJECT,MA,MA67000,252,department-of-justice,ASST_NON_2019VTBX0088_015
234950397,2020VTBX0102,"PATHFINDERS MILWAUKEE, INC.",2020-10-01,2024-07-31,549376.0,Department of Justice,Office of Justice Programs,16.320,PATHFINDERS SPECIALIZED SERVICES FOR YOUTH VICTIMS OF SEX TRAFFICKING,WI,WI53000,252,department-of-justice,ASST_NON_2020VTBX0102_015
234938941,2019VTBX0112,LINCOLN TUBMAN FOUNDATION,2020-01-01,2022-12-31,549345.0,Department of Justice,Office of Justice Programs,16.320,TRI-COUNTY HUMAN TRAFFICKING TASK FORCE COMPREHENSIVE VICTIM SERVICES  TRAINING AND RESEARCH PROJECT TO SERVE HUMAN TRAFFICKING VICTIMS IN THE TRI-COUNTY REGION,SC,SC48535,252,department-of-justice,ASST_NON_2019VTBX0112_015
234938921,2019VTBX0089,T.E.S.S.A.,2020-01-01,2024-12-31,549317.0,Department of Justice,Office of Justice Programs,16.320,PIKES PEAK ANTI-TRAFFICKING PROGRAM,CO,CO16000,252,department-of-justice,ASST_NON_2019VTBX0089_015
